Age,Gender,EducationLevel,JobTitle,YearsOfExperience,Salary
25,Male,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
31,Male,Bachelor's Degree,Data Analyst,9,190000
26,Male,Bachelor's Degree,Data Analyst,3,120000
24,Male,Bachelor's Degree,Data Analyst,2,95000
25,Female,Bachelor's Degree,Data Analyst,2,100000
27,Female,Bachelor's Degree,Data Analyst,5,120000
26,Female,Bachelor's Degree,Data Analyst,3,100000
29,Male,Bachelor's Degree,Data Analyst,7,130000
26,Male,Bachelor's Degree,Data Analyst,3,110000
29,Female,Bachelor's Degree,Data Analyst,7,130000
25,Female,Bachelor's Degree,Data Analyst,2,90000
29,Female,Bachelor's Degree,Data Analyst,6,120000
26,Female,Bachelor's Degree,Data Analyst,3,100000
27,Female,Bachelor's Degree,Data Analyst,5,125000
29,Male,Bachelor's Degree,Data Analyst,7,130000
26,Male,Bachelor's Degree,Data Analyst,3,110000
29,Female,Bachelor's Degree,Data Analyst,7,130000
25,Female,Bachelor's Degree,Data Analyst,2,90000
29,Female,Bachelor's Degree,Data Analyst,6,120000
26,Female,Bachelor's Degree,Data Analyst,3,100000
27,Female,Bachelor's Degree,Data Analyst,5,125000
29,Male,Bachelor's Degree,Data Analyst,7,130000
26,Male,Bachelor's Degree,Data Analyst,3,110000
29,Female,Bachelor's Degree,Data Analyst,7,130000
25,Female,Bachelor's Degree,Data Analyst,2,90000
29,Female,Bachelor's Degree,Data Analyst,6,120000
26,Female,Bachelor's Degree,Data Analyst,3,100000
27,Female,Bachelor's Degree,Data Analyst,5,125000
29,Male,Bachelor's Degree,Data Analyst,7,130000
26,Male,Bachelor's Degree,Data Analyst,3,110000
29,Female,Bachelor's Degree,Data Analyst,7,130000
25,Female,Bachelor's Degree,Data Analyst,2,90000
29,Female,Bachelor's Degree,Data Analyst,6,120000
26,Female,Bachelor's Degree,Data Analyst,3,100000
27,Female,Bachelor's Degree,Data Analyst,5,125000
29,Male,Bachelor's Degree,Data Analyst,7,130000
26,Male,Bachelor's Degree,Data Analyst,3,110000
29,Female,Bachelor's Degree,Data Analyst,7,130000
25,Female,Bachelor's Degree,Data Analyst,2,90000
33,Female,Master's Degree,Data Analyst,7,95000
33,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
33,Male,Master's Degree,Data Analyst,8,120000
33,Female,Master's Degree,Data Analyst,8,100000
37,Female,Bachelor's Degree,Data Analyst,11,150000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
33,Female,Master's Degree,Data Analyst,6,90000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
37,Male,Bachelor's Degree,Data Analyst,11,160000
34,Male,Master's Degree,Data Analyst,8,100000
35,Female,Master's Degree,Data Analyst,9,120000
25,Female,Bachelor's Degree,Data Entry Clerk,0,35000
29,Male,Master's Degree,Data Scientist,3,75000
31,Male,Master's Degree,Data Scientist,6,160000
30,Male,phd,Data Scientist,5,180000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
30,Female,phd,Data Scientist,5,180000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
30,Female,phd,Data Scientist,5,180000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
30,Female,phd,Data Scientist,5,180000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
30,Female,phd,Data Scientist,5,180000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
33,Male,phd,Data Scientist,8,190000
27,Male,phd,Data Scientist,2,115000
29,Female,Master's Degree,Data Scientist,6,180000
31,Female,Master's Degree,Data Scientist,9,195000
30,Female,phd,Data Scientist,7,185000
32,Female,phd,Data Scientist,10,193000
31,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Male,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
31,Female,phd,Data Scientist,9,195000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
28,Female,Master's Degree,Data Scientist,6,175000
31,Male,Master's Degree,Data Scientist,9,195000
30,Female,phd,Data Scientist,7,185000
32,Female,phd,Data Scientist,10,193000
31,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Male,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
31,Female,phd,Data Scientist,9,195000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
27,Female,Master's Degree,Data Scientist,4,150000
31,Male,Master's Degree,Data Scientist,7,180000
30,Female,phd,Data Scientist,6,170000
32,Female,phd,Data Scientist,9,195000
31,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Male,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
31,Female,phd,Data Scientist,9,195000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
30,Male,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
31,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
29,Female,Master's Degree,Data Scientist,6,180000
30,Female,phd,Data Scientist,7,185000
27,Female,Master's Degree,Data Scientist,3,180000
43,Male,Master's Degree,Data Scientist,15,198000
31,Male,Master's Degree,Data Scientist,6,175000
29,Female,Master's Degree,Data Scientist,4,182000
32,Male,Bachelor's Degree,Data Scientist,8,180000
30,Female,phd,Data Scientist,7,170000
30,Male,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
32,Male,Bachelor's Degree,Data Scientist,8,180000
31,Female,Master's Degree,Data Scientist,6,170000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
29,Female,Master's Degree,Data Scientist,6,150000
30,Female,phd,Data Scientist,7,170000
33,Male,Master's Degree,Data Scientist,10,195000
32,Female,Bachelor's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
32,Female,Bachelor's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
32,Female,Bachelor's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
32,Female,Bachelor's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
33,Male,Master's Degree,Data Scientist,10,195000
32,Female,Bachelor's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,150000
31,Male,Master's Degree,Data Scientist,9,185000
28,Female,Master's Degree,Data Scientist,6,155000
38,Male,Bachelor's Degree,Data Scientist,10,150000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
41,Male,phd,Data Scientist,15,190000
37,Female,Master's Degree,Data Scientist,11,160000
31,Male,Master's Degree,Data Scientist,7,130000
34,Female,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
34,Male,Master's Degree,Data Scientist,9,140000
36,Female,Master's Degree,Data Scientist,8,130000
